,Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Base_MET,HR_Intensity,Effective_MET,Calories_Burned (kcal)
5899,21,Female,54.3,1.58,204.0,173.0,79.0,0.69,Mixed,23.6,4.1,2,0,21.9,8.0,0.752,6.016,225.4
5900,34,Male,65.6,1.75,182.0,134.0,75.0,0.67,Yoga,25.6,3.8,2,0,21.4,3.0,0.5514018691588785,1.6542056074766354,72.7
5901,33,Male,71.0,1.71,187.0,171.0,79.0,0.88,HIIT,26.6,3.5,3,0,24.2,9.5,0.8518518518518519,8.092592592592593,505.6
5902,32,Male,64.0,1.78,188.0,160.0,79.0,0.91,Mixed,22.3,4.5,3,0,20.3,8.0,0.7431192660550459,5.944954128440367,346.2
5903,52,Female,80.1,1.73,170.0,155.0,67.0,1.04,HIIT,23.6,3.7,4,2,26.7,9.5,0.8543689320388349,8.116504854368932,676.1
5904,22,Male,55.2,1.6,198.0,156.0,76.0,0.86,Cardio,19.0,2.8,4,1,21.4,7.0,0.6557377049180327,4.590163934426229,217.9
5905,22,Female,79.8,1.69,205.0,140.0,61.0,1.19,Yoga,14.4,3.8,6,3,28.0,3.0,0.5486111111111112,1.6458333333333337,156.3
5906,37,Male,80.0,1.69,187.0,131.0,63.0,1.13,Yoga,12.8,4.9,5,1,27.9,3.0,0.5483870967741935,1.6451612903225803,148.7
5907,32,Female,60.0,1.59,194.0,162.0,63.0,0.74,Mixed,22.2,3.6,4,1,23.8,8.0,0.7557251908396947,6.0458015267175576,268.4
5908,35,Male,64.8,1.57,186.0,169.0,72.0,0.25,HIIT,30.6,2.8,2,0,26.3,9.5,0.8508771929824561,8.083333333333334,131.0
5909,19,Male,68.9,1.61,190.0,151.0,79.0,0.6,Cardio,27.4,3.0,3,0,26.5,7.0,0.6486486486486487,4.54054054054054,187.7
5910,46,Male,64.4,1.88,176.0,137.0,63.0,1.1,Cardio,18.0,3.3,7,2,18.2,7.0,0.6548672566371682,4.5840707964601775,324.7
5911,30,Female,83.1,1.64,195.0,160.0,76.0,0.65,Strength,30.0,3.3,3,0,30.9,6.0,0.7058823529411765,4.235294117647059,228.8
5912,21,Male,74.7,1.8,205.0,164.0,68.0,0.8,Strength,16.4,3.4,4,2,23.0,6.0,0.7007299270072993,4.204379562043796,251.3
5913,59,Male,71.4,1.63,161.0,127.0,66.0,0.61,Cardio,15.7,2.7,5,2,26.8,7.0,0.6421052631578947,4.494736842105263,195.8
5914,27,Female,84.2,1.77,186.0,140.0,55.0,1.01,Cardio,20.4,3.7,5,2,26.9,7.0,0.648854961832061,4.541984732824427,386.3
5915,48,Female,56.4,1.77,171.0,143.0,59.0,0.97,Mixed,23.0,4.0,5,2,18.0,8.0,0.75,6.0,328.2
5916,58,Male,67.4,1.78,155.0,130.0,74.0,0.79,Strength,25.3,3.7,5,2,21.4,6.0,0.691358024691358,4.148148148148148,220.9
5917,25,Male,80.8,1.72,201.0,182.0,72.0,0.68,HIIT,24.0,3.4,5,1,27.4,9.5,0.8527131782945736,8.10077519379845,445.1
5918,20,Male,80.1,1.82,202.0,180.0,55.0,0.7,HIIT,21.0,3.0,5,2,24.2,9.5,0.8503401360544217,8.078231292517007,452.9
5919,26,Male,79.0,1.72,191.0,155.0,70.0,0.71,Strength,16.3,3.6,3,1,26.8,6.0,0.7024793388429752,4.214876033057851,236.4
5920,47,Male,83.5,1.85,177.0,163.0,84.0,0.43,HIIT,22.8,1.9,2,0,24.4,9.5,0.8494623655913979,8.06989247311828,289.7
5921,28,Female,66.6,1.52,199.0,169.0,76.0,0.47,Mixed,31.3,3.7,2,0,28.9,8.0,0.7560975609756098,6.048780487804878,189.3
5922,52,Male,71.9,1.71,172.0,157.0,70.0,0.97,HIIT,20.0,3.4,5,1,24.5,9.5,0.8529411764705882,8.102941176470589,565.1
5923,54,Female,86.7,1.71,176.0,148.0,66.0,1.01,Mixed,29.6,4.4,3,0,29.7,8.0,0.7454545454545455,5.963636363636364,522.2
5924,59,Female,50.5,1.59,157.0,142.0,59.0,1.16,HIIT,17.9,3.6,6,3,20.1,9.5,0.8469387755102041,8.045918367346939,471.3
5925,30,Male,70.9,1.74,195.0,137.0,67.0,0.31,Yoga,25.7,3.1,3,0,23.5,3.0,0.546875,1.640625,36.1
5926,53,Female,50.7,1.53,160.0,146.0,69.0,0.55,HIIT,33.7,2.9,3,0,21.6,9.5,0.8461538461538461,8.038461538461538,224.2
5927,30,Male,66.6,1.61,199.0,179.0,63.0,0.63,HIIT,15.0,2.5,5,1,25.6,9.5,0.8529411764705882,8.102941176470589,340.0
5928,29,Female,50.1,1.48,195.0,158.0,74.0,1.11,Strength,26.4,4.1,5,2,22.9,6.0,0.6942148760330579,4.1652892561983474,231.6
5929,54,Female,77.8,1.84,164.0,151.0,74.0,0.77,HIIT,22.4,2.7,3,1,23.1,9.5,0.8555555555555555,8.127777777777778,486.9
5930,27,Male,58.1,1.66,187.0,161.0,82.0,0.58,Mixed,24.3,4.1,2,0,21.2,8.0,0.7523809523809524,6.019047619047619,202.8
5931,26,Male,79.7,1.9,191.0,159.0,63.0,0.55,Mixed,26.0,3.4,3,1,22.2,8.0,0.75,6.0,263.0
5932,24,Female,74.2,1.76,195.0,164.0,71.0,0.84,Mixed,23.1,4.4,3,1,24.0,8.0,0.75,6.0,374.0
5933,19,Male,53.5,1.72,202.0,167.0,60.0,0.94,Mixed,24.4,4.0,7,2,18.0,8.0,0.7535211267605634,6.028169014084507,303.2
5934,40,Male,47.3,1.62,180.0,126.0,60.0,0.89,Yoga,20.9,4.0,6,2,18.0,3.0,0.55,1.65,69.5
5935,56,Female,60.1,1.58,161.0,128.0,67.0,1.05,Cardio,21.4,3.7,5,2,24.2,7.0,0.648936170212766,4.542553191489362,286.7
5936,57,Female,54.0,1.73,169.0,141.0,76.0,0.72,Strength,32.5,3.8,2,0,18.0,6.0,0.6989247311827957,4.193548387096774,163.0
5937,56,Female,65.0,1.67,156.0,132.0,76.0,0.51,Strength,29.5,3.5,3,0,23.2,6.0,0.7,4.199999999999999,139.2
5938,38,Male,53.8,1.55,185.0,139.0,55.0,1.51,Cardio,12.8,3.1,5,3,22.5,7.0,0.6461538461538462,4.523076923076923,367.4
5939,40,Male,61.1,1.53,181.0,155.0,76.0,0.44,Mixed,19.1,3.5,2,0,26.2,8.0,0.7523809523809524,6.019047619047619,161.8
5940,46,Male,53.5,1.58,174.0,140.0,77.0,0.59,Cardio,25.9,2.4,2,0,21.3,7.0,0.6494845360824743,4.546391752577319,143.5
5941,31,Female,105.0,1.86,192.0,160.0,62.0,1.03,Mixed,19.4,4.2,7,2,30.3,8.0,0.7538461538461538,6.030769230769231,652.2
5942,43,Male,98.9,1.9,174.0,142.0,69.0,0.47,Strength,24.4,3.0,5,1,27.4,6.0,0.6952380952380952,4.171428571428571,193.9
5943,22,Female,52.1,1.7,194.0,161.0,62.0,0.7,Mixed,25.7,3.9,4,1,18.0,8.0,0.75,6.0,218.8
5944,48,Female,65.7,1.69,171.0,123.0,64.0,0.78,Yoga,28.0,3.8,2,0,22.9,3.0,0.5514018691588785,1.6542056074766354,84.8
5945,42,Female,81.6,1.65,175.0,153.0,85.0,0.59,Mixed,27.7,4.0,3,0,30.1,8.0,0.7555555555555555,6.044444444444444,291.0
5946,48,Female,53.4,1.59,171.0,124.0,66.0,1.02,Yoga,23.4,3.8,6,2,21.2,3.0,0.5523809523809524,1.6571428571428573,90.3
5947,37,Female,78.6,1.82,187.0,136.0,73.0,0.32,Yoga,25.7,3.6,3,0,23.8,3.0,0.5526315789473685,1.6578947368421053,41.7
5948,34,Female,103.3,1.87,187.0,147.0,74.0,0.74,Cardio,21.9,3.0,4,1,29.6,7.0,0.6460176991150443,4.522123893805309,345.7
5949,19,Female,55.3,1.59,201.0,152.0,61.0,0.78,Cardio,27.2,3.1,6,2,21.8,7.0,0.65,4.55,196.3
5950,42,Male,79.6,1.67,179.0,161.0,61.0,1.07,HIIT,16.5,3.8,5,3,28.5,9.5,0.847457627118644,8.050847457627118,685.7
5951,30,Female,54.4,1.64,188.0,145.0,66.0,1.06,Cardio,22.8,3.0,7,3,20.4,7.0,0.6475409836065574,4.532786885245902,261.4
5952,56,Male,48.3,1.64,169.0,140.0,55.0,1.54,Mixed,14.1,5.6,6,3,18.0,8.0,0.7456140350877193,5.964912280701754,443.7
5953,45,Male,93.5,1.8,178.0,161.0,68.0,0.76,HIIT,19.6,3.4,5,1,28.9,9.5,0.8454545454545455,8.031818181818181,570.7
5954,59,Male,61.8,1.55,161.0,113.0,55.0,1.26,Yoga,13.0,4.4,7,3,25.8,3.0,0.5471698113207547,1.641509433962264,127.8
5955,23,Male,77.6,1.73,191.0,149.0,69.0,0.92,Cardio,17.0,2.9,4,2,26.0,7.0,0.6557377049180327,4.590163934426229,327.7
5956,20,Male,60.3,1.75,205.0,183.0,61.0,1.28,HIIT,10.1,3.9,6,3,19.6,9.5,0.8472222222222222,8.04861111111111,621.2
5957,52,Female,55.3,1.67,171.0,140.0,81.0,0.35,Cardio,25.4,2.4,3,0,19.9,7.0,0.6555555555555556,4.588888888888889,88.8
5958,35,Male,89.5,1.77,188.0,161.0,79.0,0.4,Mixed,25.4,3.9,2,0,28.6,8.0,0.7522935779816514,6.018348623853211,215.5
5959,28,Male,71.7,1.69,200.0,161.0,69.0,0.87,Strength,29.6,3.6,3,1,25.0,6.0,0.7022900763358778,4.213740458015267,262.8
5960,37,Male,76.4,1.8,186.0,169.0,67.0,0.88,HIIT,17.1,3.0,6,2,23.5,9.5,0.8571428571428571,8.142857142857142,547.5
5961,22,Female,58.1,1.53,198.0,154.0,72.0,0.93,Cardio,30.8,2.6,4,1,24.9,7.0,0.6507936507936508,4.555555555555555,246.2
5962,36,Male,81.3,1.65,181.0,164.0,64.0,0.75,HIIT,8.0,3.2,7,3,30.0,9.5,0.8547008547008547,8.11965811965812,495.1
5963,39,Male,75.3,1.67,178.0,149.0,82.0,0.47,Strength,21.7,3.3,3,0,26.9,6.0,0.6979166666666666,4.1875,148.2
5964,36,Male,46.5,1.45,185.0,145.0,70.0,0.91,Cardio,22.6,2.8,2,0,22.1,7.0,0.6521739130434783,4.565217391304348,193.2
5965,33,Male,45.4,1.57,192.0,171.0,56.0,1.42,HIIT,19.1,3.8,6,2,18.4,9.5,0.8455882352941176,8.033088235294118,517.9
5966,41,Female,67.3,1.6,184.0,154.0,65.0,0.77,Mixed,19.0,3.6,5,1,26.4,8.0,0.7478991596638656,5.983193277310924,310.1
5967,58,Male,64.0,1.77,155.0,126.0,72.0,0.72,Cardio,22.4,2.6,4,1,20.3,7.0,0.6506024096385542,4.554216867469879,209.9
5968,21,Female,49.9,1.61,204.0,169.0,67.0,1.11,Mixed,22.9,4.6,4,2,19.3,8.0,0.7445255474452555,5.956204379562044,329.9
5969,32,Female,74.7,1.6,187.0,168.0,62.0,1.03,HIIT,16.1,3.2,7,2,29.3,9.5,0.848,8.056,619.8
5970,42,Male,85.3,1.76,175.0,140.0,74.0,0.4,Cardio,23.4,2.2,2,0,27.5,7.0,0.6534653465346535,4.574257425742575,156.1
5971,52,Male,58.9,1.52,170.0,132.0,61.0,1.09,Cardio,18.9,3.2,6,2,25.5,7.0,0.6513761467889908,4.559633027522936,292.7
5972,31,Female,41.3,1.47,193.0,151.0,74.0,0.52,Cardio,22.3,2.4,2,0,19.0,7.0,0.6470588235294118,4.529411764705882,97.3
5973,36,Male,84.2,1.64,178.0,150.0,67.0,0.88,Mixed,22.1,4.5,3,1,31.2,8.0,0.7477477477477478,5.981981981981982,443.2
5974,55,Male,66.3,1.54,166.0,141.0,83.0,0.81,Strength,25.0,3.6,2,0,28.1,6.0,0.6987951807228916,4.19277108433735,225.2
5975,53,Male,54.0,1.54,159.0,140.0,82.0,0.47,Mixed,27.9,3.8,3,0,22.8,8.0,0.7532467532467533,6.025974025974026,152.9
5976,24,Female,66.2,1.74,200.0,162.0,74.0,0.64,Strength,22.6,3.4,3,1,21.9,6.0,0.6984126984126984,4.19047619047619,177.5
5977,47,Female,76.0,1.77,167.0,144.0,75.0,0.68,Mixed,26.7,3.7,2,0,24.3,8.0,0.75,6.0,310.1
5978,36,Male,68.3,1.76,185.0,148.0,81.0,0.85,Cardio,23.6,3.2,3,0,22.1,7.0,0.6442307692307693,4.509615384615385,261.8
5979,42,Male,105.3,1.79,176.0,129.0,70.0,1.0,Yoga,19.7,4.3,4,1,32.8,3.0,0.5566037735849056,1.669811320754717,175.8
5980,33,Female,73.1,1.8,184.0,156.0,71.0,0.47,Mixed,25.5,3.7,3,1,22.5,8.0,0.7522123893805309,6.017699115044247,206.8
5981,57,Female,42.5,1.47,153.0,123.0,66.0,0.42,Cardio,30.7,2.3,2,0,19.7,7.0,0.6551724137931034,4.586206896551724,81.9
5982,25,Female,90.3,1.73,188.0,154.0,76.0,0.65,Strength,26.1,3.2,2,0,30.4,6.0,0.6964285714285714,4.178571428571429,245.3
5983,35,Female,57.5,1.63,185.0,156.0,69.0,0.52,Mixed,27.2,3.9,3,0,21.7,8.0,0.75,6.0,179.4
5984,45,Female,70.0,1.61,170.0,141.0,73.0,0.76,Strength,26.4,3.9,3,0,27.1,6.0,0.7010309278350515,4.2061855670103085,223.8
5985,33,Female,80.5,1.74,185.0,157.0,71.0,0.71,Mixed,28.5,3.4,3,1,26.7,8.0,0.7543859649122807,6.035087719298246,344.9
5986,36,Female,54.0,1.51,180.0,142.0,71.0,0.86,Cardio,26.5,3.3,2,0,23.8,7.0,0.6513761467889908,4.559633027522936,211.7
5987,59,Male,45.5,1.5,160.0,126.0,62.0,1.05,Cardio,16.1,3.3,7,3,20.1,7.0,0.6530612244897959,4.571428571428571,218.4
5988,34,Female,72.4,1.74,180.0,150.0,80.0,0.57,Strength,22.6,3.7,3,0,23.8,6.0,0.7,4.199999999999999,173.3
5989,30,Female,57.7,1.73,188.0,153.0,71.0,0.31,Strength,27.7,3.0,2,0,19.3,6.0,0.7008547008547008,4.205128205128204,75.2
5990,24,Male,68.6,1.69,195.0,164.0,71.0,0.42,Mixed,25.9,3.8,5,1,23.9,8.0,0.75,6.0,172.9
5991,44,Male,68.7,1.59,176.0,160.0,69.0,0.99,HIIT,20.7,3.5,3,0,27.1,9.5,0.8504672897196262,8.07943925233645,549.5
5992,27,Male,95.0,1.75,184.0,155.0,69.0,0.73,Mixed,30.4,4.4,3,0,30.9,8.0,0.7478260869565218,5.982608695652174,414.9
5993,51,Female,60.0,1.75,169.0,154.0,67.0,1.23,HIIT,21.6,3.3,7,2,19.6,9.5,0.8529411764705882,8.102941176470589,598.0
5994,53,Female,65.6,1.69,161.0,122.0,74.0,0.51,Yoga,20.1,3.7,3,1,23.0,3.0,0.5517241379310345,1.6551724137931034,55.4
5995,42,Male,53.5,1.56,171.0,135.0,67.0,0.69,Cardio,22.4,2.7,3,0,21.9,7.0,0.6538461538461539,4.576923076923077,169.0
5996,23,Male,67.3,1.64,203.0,166.0,80.0,1.17,Strength,20.6,4.3,5,1,25.1,6.0,0.6991869918699187,4.195121951219512,330.3
5997,41,Male,56.0,1.76,183.0,150.0,73.0,0.65,Strength,28.1,3.4,3,0,18.0,6.0,0.7,4.199999999999999,152.9
5998,35,Female,66.7,1.81,188.0,153.0,71.0,1.02,Strength,13.0,4.2,4,1,20.3,6.0,0.7008547008547008,4.205128205128204,286.1
5999,40,Male,48.8,1.65,179.0,129.0,67.0,1.08,Yoga,22.9,4.1,4,1,18.0,3.0,0.5535714285714286,1.6607142857142858,87.5
6000,23,Female,50.0,1.66,194.0,135.0,64.0,0.93,Yoga,22.0,4.0,6,2,18.2,3.0,0.5461538461538461,1.6384615384615384,76.2
6001,46,Female,59.1,1.66,181.0,165.0,73.0,1.15,HIIT,19.7,4.2,6,2,21.4,9.5,0.8518518518518519,8.092592592592593,550.0
6002,42,Female,89.5,1.71,179.0,145.0,68.0,1.43,Strength,18.0,3.8,7,3,30.7,6.0,0.6936936936936937,4.162162162162162,532.7
6003,34,Female,66.8,1.62,182.0,164.0,67.0,0.59,HIIT,31.4,3.2,2,0,25.4,9.5,0.8434782608695652,8.013043478260869,315.8
6004,41,Male,51.0,1.45,174.0,126.0,67.0,0.4,Yoga,27.6,3.5,4,1,24.3,3.0,0.5514018691588785,1.6542056074766354,33.7
6005,28,Male,95.1,1.8,194.0,145.0,85.0,0.72,Yoga,23.0,4.0,3,0,29.4,3.0,0.5504587155963303,1.651376146788991,113.1
6006,43,Male,88.3,1.86,175.0,136.0,63.0,0.86,Cardio,16.5,3.1,7,2,25.5,7.0,0.6517857142857143,4.5625,346.5
6007,51,Female,67.9,1.62,174.0,144.0,72.0,0.79,Strength,24.8,3.6,4,1,25.9,6.0,0.7058823529411765,4.235294117647059,227.2
6008,45,Male,54.7,1.57,175.0,142.0,81.0,0.58,Cardio,24.2,2.8,2,0,22.1,7.0,0.648936170212766,4.542553191489362,144.1
6009,20,Female,59.6,1.67,194.0,142.0,79.0,0.52,Yoga,30.3,3.5,2,0,21.5,3.0,0.5478260869565217,1.643478260869565,50.9
6010,28,Female,51.8,1.66,201.0,180.0,61.0,0.76,HIIT,27.8,3.7,3,0,18.8,9.5,0.85,8.075,317.9
6011,55,Female,68.4,1.78,160.0,137.0,67.0,0.96,Mixed,20.1,4.7,6,2,21.6,8.0,0.7526881720430108,6.021505376344086,395.4
6012,31,Male,65.0,1.69,183.0,138.0,84.0,0.78,Yoga,22.6,4.1,2,0,22.9,3.0,0.5454545454545454,1.6363636363636362,83.0
6013,43,Female,65.0,1.6,177.0,139.0,70.0,0.62,Cardio,14.6,3.2,4,1,25.4,7.0,0.6448598130841121,4.5140186915887845,181.9
6014,38,Female,57.2,1.55,184.0,147.0,60.0,1.15,Strength,21.2,4.0,7,2,23.9,6.0,0.7016129032258065,4.209677419354839,276.9
6015,56,Male,70.3,1.77,160.0,125.0,60.0,0.81,Cardio,16.1,3.1,7,2,22.5,7.0,0.65,4.55,259.1
6016,47,Male,61.6,1.74,176.0,135.0,59.0,1.14,Cardio,15.3,3.5,7,3,20.4,7.0,0.6495726495726496,4.547008547008547,319.3
6017,25,Male,81.7,1.79,193.0,141.0,78.0,0.56,Yoga,27.7,3.8,2,0,25.6,3.0,0.5478260869565217,1.643478260869565,75.2
6018,37,Female,55.2,1.58,195.0,168.0,84.0,1.12,Mixed,21.4,4.4,4,1,22.0,8.0,0.7567567567567568,6.054054054054054,374.3
6019,49,Female,88.3,1.86,173.0,136.0,69.0,0.56,Cardio,31.2,2.5,3,1,25.4,7.0,0.6442307692307693,4.509615384615385,223.0
6020,39,Male,40.8,1.51,176.0,146.0,78.0,0.49,Strength,31.2,3.1,2,0,18.0,6.0,0.6938775510204082,4.163265306122449,83.2
6021,24,Female,77.7,1.75,192.0,172.0,57.0,1.06,HIIT,20.8,3.2,6,2,25.3,9.5,0.8518518518518519,8.092592592592593,666.5
6022,26,Female,59.8,1.49,196.0,175.0,57.0,0.98,HIIT,24.0,3.8,4,2,27.0,9.5,0.8489208633093526,8.06474820143885,472.6
6023,18,Male,67.9,1.6,198.0,178.0,68.0,0.94,HIIT,22.6,3.6,3,1,26.5,9.5,0.8461538461538461,8.038461538461538,513.1
6024,46,Male,78.3,1.84,174.0,138.0,72.0,0.6,Cardio,17.7,2.7,3,1,23.2,7.0,0.6470588235294118,4.529411764705882,212.8
6025,25,Male,86.0,1.76,205.0,139.0,60.0,1.44,Yoga,18.5,4.6,7,3,27.7,3.0,0.5448275862068965,1.6344827586206896,202.4
6026,21,Male,50.0,1.63,202.0,158.0,75.0,0.5,Cardio,24.1,3.0,2,0,18.9,7.0,0.6535433070866141,4.574803149606299,114.4
6027,52,Male,62.7,1.63,171.0,156.0,74.0,0.55,HIIT,26.2,2.8,3,0,23.6,9.5,0.845360824742268,8.030927835051546,276.9
6028,20,Male,66.3,1.69,205.0,183.0,60.0,1.19,HIIT,10.6,3.3,7,3,23.2,9.5,0.8482758620689655,8.058620689655173,635.8
6029,57,Male,84.4,1.73,159.0,121.0,74.0,1.05,Yoga,15.3,4.5,2,0,28.1,3.0,0.5529411764705883,1.6588235294117648,147.0
6030,24,Male,58.7,1.81,196.0,148.0,58.0,0.94,Cardio,16.5,3.1,5,2,18.0,7.0,0.6521739130434783,4.565217391304348,251.9
6031,44,Female,52.8,1.63,174.0,134.0,58.0,1.04,Cardio,21.6,3.5,7,2,19.8,7.0,0.6551724137931034,4.586206896551724,251.8
6032,18,Female,71.5,1.52,199.0,153.0,67.0,1.13,Cardio,8.0,4.0,5,3,31.0,7.0,0.6515151515151515,4.5606060606060606,368.5
6033,44,Female,51.8,1.7,175.0,149.0,71.0,0.91,Mixed,28.4,3.8,2,0,18.0,8.0,0.75,6.0,282.8
6034,33,Female,72.8,1.63,185.0,147.0,59.0,1.28,Strength,9.3,4.0,5,3,27.3,6.0,0.6984126984126984,4.19047619047619,390.5
6035,55,Female,50.9,1.55,162.0,125.0,81.0,0.42,Yoga,38.3,3.4,2,0,21.2,3.0,0.5432098765432098,1.6296296296296295,34.8
6036,24,Female,73.1,1.71,195.0,140.0,74.0,0.54,Yoga,35.2,3.8,3,0,25.0,3.0,0.5454545454545454,1.6363636363636362,64.6
6037,40,Female,81.6,1.66,177.0,148.0,79.0,0.73,Strength,18.8,4.0,3,0,29.7,6.0,0.7040816326530612,4.224489795918368,251.6
6038,58,Female,73.7,1.71,164.0,131.0,71.0,0.49,Cardio,26.1,2.9,2,0,25.2,7.0,0.6451612903225806,4.516129032258064,163.1
6039,28,Female,75.2,1.59,187.0,133.0,68.0,1.29,Yoga,20.0,3.8,7,3,29.7,3.0,0.5462184873949579,1.638655462184874,159.0
6040,59,Female,65.8,1.73,166.0,141.0,66.0,0.73,Mixed,24.0,4.1,7,2,22.0,8.0,0.75,6.0,288.2
6041,50,Female,54.1,1.55,174.0,137.0,70.0,1.32,Cardio,23.7,3.0,4,1,22.6,7.0,0.6442307692307693,4.509615384615385,322.0
6042,53,Male,69.3,1.6,169.0,155.0,74.0,0.83,HIIT,28.4,3.7,3,0,27.1,9.5,0.8526315789473684,8.1,465.9
6043,54,Female,61.0,1.66,164.0,123.0,74.0,0.92,Yoga,25.3,4.1,3,1,22.2,3.0,0.5444444444444444,1.6333333333333333,91.7
6044,58,Male,90.7,1.85,162.0,141.0,76.0,0.67,Mixed,23.2,4.4,2,0,26.4,8.0,0.7558139534883721,6.046511627906977,367.4
6045,34,Female,88.9,1.76,185.0,154.0,59.0,0.44,Mixed,24.1,3.3,2,0,28.7,8.0,0.753968253968254,6.031746031746032,235.9
6046,52,Male,87.8,1.79,168.0,143.0,68.0,0.76,Mixed,21.4,4.5,3,1,27.5,8.0,0.75,6.0,400.4
6047,22,Female,59.7,1.82,191.0,173.0,67.0,1.08,HIIT,21.2,4.4,5,2,18.0,9.5,0.8548387096774194,8.120967741935484,523.6
6048,49,Male,81.7,1.9,172.0,140.0,65.0,0.73,Strength,26.1,3.4,4,1,22.6,6.0,0.7009345794392523,4.205607476635514,250.8
6049,20,Female,71.3,1.68,202.0,182.0,67.0,0.85,HIIT,30.3,3.2,4,1,25.1,9.5,0.8518518518518519,8.092592592592593,490.5
6050,52,Male,76.4,1.82,175.0,147.0,63.0,0.5,Mixed,13.5,3.3,5,2,23.0,8.0,0.75,6.0,229.2
6051,31,Female,77.2,1.78,184.0,149.0,83.0,0.93,Cardio,29.8,3.4,2,0,24.3,7.0,0.6534653465346535,4.574257425742575,328.4
6052,48,Male,79.7,1.78,166.0,142.0,68.0,1.1,Mixed,15.5,4.7,4,2,25.2,8.0,0.7551020408163265,6.040816326530612,529.6
6053,48,Female,75.5,1.86,177.0,160.0,67.0,0.89,HIIT,20.8,3.2,6,2,21.9,9.5,0.8454545454545455,8.031818181818181,539.7
6054,34,Male,62.3,1.64,178.0,161.0,64.0,0.94,HIIT,24.2,3.6,3,1,23.2,9.5,0.8508771929824561,8.083333333333334,473.4
6055,41,Male,51.2,1.63,186.0,169.0,72.0,0.67,HIIT,21.8,3.2,3,0,19.3,9.5,0.8508771929824561,8.083333333333334,277.3
6056,40,Male,64.7,1.71,186.0,169.0,74.0,0.91,HIIT,11.5,2.9,4,1,22.1,9.5,0.8482142857142857,8.058035714285714,474.4
6057,35,Male,49.7,1.66,188.0,161.0,78.0,0.37,Mixed,27.2,3.8,2,0,18.0,8.0,0.7545454545454545,6.036363636363636,111.0
6058,31,Male,71.7,1.71,181.0,163.0,58.0,0.92,HIIT,17.5,3.4,5,2,24.5,9.5,0.8536585365853658,8.109756097560975,535.0
6059,32,Male,78.3,1.84,187.0,171.0,82.0,0.56,HIIT,25.2,3.1,2,0,23.2,9.5,0.8476190476190476,8.052380952380952,353.1
6060,32,Male,54.2,1.63,188.0,158.0,71.0,0.66,Mixed,28.7,3.9,3,0,20.3,8.0,0.7435897435897436,5.948717948717949,212.8
6061,23,Male,84.7,1.65,198.0,137.0,62.0,1.27,Yoga,11.2,4.5,7,3,31.1,3.0,0.5514705882352942,1.6544117647058825,178.0
6062,44,Female,66.3,1.7,179.0,155.0,84.0,0.51,Mixed,29.0,3.5,4,1,23.0,8.0,0.7473684210526316,5.978947368421053,202.2
6063,32,Female,69.1,1.66,184.0,142.0,63.0,1.3,Cardio,23.5,3.4,4,2,25.1,7.0,0.6528925619834711,4.570247933884298,410.5
6064,53,Female,47.5,1.49,172.0,142.0,71.0,0.67,Strength,22.6,3.7,5,1,21.4,6.0,0.7029702970297029,4.217821782178218,134.2
6065,25,Male,58.8,1.62,198.0,141.0,72.0,0.38,Yoga,30.9,3.3,3,0,22.3,3.0,0.5476190476190477,1.642857142857143,36.7
6066,32,Male,77.4,1.75,191.0,150.0,76.0,0.67,Cardio,29.2,2.4,3,0,25.3,7.0,0.6434782608695652,4.504347826086956,233.6
6067,20,Female,75.4,1.82,199.0,167.0,72.0,1.14,Mixed,15.8,4.8,7,2,22.7,8.0,0.7480314960629921,5.984251968503937,514.4
6068,30,Female,58.8,1.56,192.0,134.0,64.0,0.83,Yoga,21.5,4.3,6,2,24.0,3.0,0.546875,1.640625,80.1
6069,58,Male,66.6,1.56,151.0,124.0,74.0,0.41,Cardio,24.9,3.0,2,0,27.2,7.0,0.6493506493506493,4.545454545454545,124.1
6070,51,Male,62.1,1.68,171.0,148.0,81.0,0.65,Mixed,23.5,3.5,3,0,21.9,8.0,0.7444444444444445,5.955555555555556,240.4
6071,41,Female,40.5,1.47,187.0,142.0,59.0,1.21,Cardio,12.9,3.5,6,2,18.7,7.0,0.6484375,4.5390625,222.4
6072,57,Male,48.1,1.64,167.0,151.0,60.0,1.38,HIIT,11.6,3.4,6,3,18.0,9.5,0.8504672897196262,8.07943925233645,536.3
6073,49,Female,67.5,1.51,174.0,157.0,61.0,0.96,HIIT,17.6,3.0,4,2,29.8,9.5,0.8495575221238938,8.070796460176991,523.0
6074,49,Male,91.5,1.82,175.0,142.0,64.0,1.04,Strength,9.7,4.1,5,2,27.7,6.0,0.7027027027027027,4.216216216216217,401.2
6075,47,Female,68.4,1.6,179.0,136.0,56.0,0.91,Cardio,13.0,2.8,5,3,26.6,7.0,0.6504065040650406,4.5528455284552845,283.4
6076,30,Female,75.8,1.85,189.0,159.0,68.0,0.59,Mixed,22.5,3.7,3,0,22.3,8.0,0.7520661157024794,6.016528925619835,269.1
6077,18,Male,59.9,1.79,205.0,156.0,64.0,0.75,Cardio,27.2,3.1,3,0,18.7,7.0,0.6524822695035462,4.567375886524824,205.2
6078,51,Female,59.7,1.62,171.0,137.0,73.0,0.25,Cardio,21.9,2.4,3,0,22.9,7.0,0.6530612244897959,4.571428571428571,68.2
